id,Contractor (Y/N),Start date,Male or Female,Date of birth,Unionised,Role name,Role description,Total compensation,Redundancy cost,SOC-code,SOC-name,Site Name,Business Unit (top-level),Department,Street Address,City,State,Country,Post/Zip code,id,Contractor (Y/N)
11372,false,,M,,,Structural Metal Fabricators and Fitters,Structural Metal Fabricators and Fitters,72252,0.2,51-2041.00,Structural Metal Fabricators and Fitters,Saginaw,Manufacturing,Manufacturing,92007,Saginaw,Michigan,United States,48609,42.292721,-83.352189
13254,false,,F,,,Purchasing Managers,Purchasing Managers,125697,0.2,11-3061.00,Purchasing Managers,Augusta,Building Components,Building Components,30,Augusta,Georgia,United States,30911,33.4159,-82.143513
391,false,,F,,,General and Operations Managers,General and Operations Managers,206045,0.2,11-1021.00,General and Operations Managers,Savannah,Manufacturing,Manufacturing,44,Savannah,Georgia,United States,31422,32.04954,-81.093728
13268,false,,F,,,Electrical Engineering Technicians,Electrical Engineering Technicians,119014,0.2,17-3023.03,Electrical Engineering Technicians,Jackson,Products,Products,552,Jackson,Mississippi,United States,39282,32.299778,-90.231497
10521,false,,F,,,Structural Metal Fabricators and Fitters,Structural Metal Fabricators and Fitters,83257,0.2,51-2041.00,Structural Metal Fabricators and Fitters,Palo Alto,Manufacturing,Manufacturing,83,Palo Alto,California,United States,94302,37.42037,-122.141327
12601,false,,M,,,Machinists,Machinists,85492,0.2,51-4041.00,Machinists,Jacksonville,Manufacturing,Manufacturing,916,Jacksonville,Florida,United States,32215,30.25825,-81.394762
861,false,,F,,,Electrical Engineering Technicians,Electrical Engineering Technicians,200774,0.2,17-3023.03,Electrical Engineering Technicians,Dallas,Manufacturing,Manufacturing,233,Dallas,Texas,United States,75353,33.204854,-97.13017
10330,false,,M,,,Industrial Engineering Technicians,Industrial Engineering Technicians,102063,0.2,17-3026.00,Industrial Engineering Technicians,Dayton,Manufacturing,Manufacturing,661,Dayton,Ohio,United States,45470,39.769869,-84.175901
11735,false,,F,,,First-Line Supervisors of Production and Operating Workers,First-Line Supervisors of Production and Operating Workers,118782,0.2,51-1011.00,First-Line Supervisors of Production and Operating Workers,Charleston,Building Components,Building Components,5400,Charleston,South Carolina,United States,29416,32.890614,-80.075801
9614,false,,M,,,Customer Service Representatives,Customer Service Representatives,66875,0.2,43-4051.00,Customer Service Representatives,Battle Creek,Building Components,Building Components,960,Battle Creek,Michigan,United States,49018,42.336073,-85.214719
12396,false,,F,,,"Laborers and Freight, Stock, and Material Movers, Hand","Laborers and Freight, Stock, and Material Movers, Hand",73770,0.2,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",Anaheim,Manufacturing,Manufacturing,25,Anaheim,California,United States,92825,33.836737,-117.914334
14559,false,,F,,,First-Line Supervisors of Production and Operating Workers,First-Line Supervisors of Production and Operating Workers,118782,0.2,51-1011.00,First-Line Supervisors of Production and Operating Workers,San Diego,Manufacturing,Manufacturing,616,San Diego,California,United States,92176,32.709547,-117.158933
11470,false,,M,,,First-Line Supervisors of Production and Operating Workers,First-Line Supervisors of Production and Operating Workers,118782,0.2,51-1011.00,First-Line Supervisors of Production and Operating Workers,South Lake Tahoe,Manufacturing,Manufacturing,4268,South Lake Tahoe,California,United States,96154,38.912328,-119.995603
12560,false,,F,,,Machinists,Machinists,85492,0.2,51-4041.00,Machinists,Hartford,Manufacturing,Manufacturing,82257,Hartford,Connecticut,United States,6105,41.767689,-72.687566
11647,false,,F,,,Structural Metal Fabricators and Fitters,Structural Metal Fabricators and Fitters,56060,0.2,51-2041.00,Structural Metal Fabricators and Fitters,Philadelphia,Building Components,Building Components,2836,Philadelphia,Pennsylvania,United States,19151,40.400206,-80.039576
10444,false,,M,,,"Laborers and Freight, Stock, and Material Movers, Hand","Laborers and Freight, Stock, and Material Movers, Hand",73770,0.2,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",Scottsdale,Manufacturing,Manufacturing,3,Scottsdale,Arizona,United States,85260,33.615826,-111.904603
568,false,,M,,,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders","Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",74550,0.2,51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",San Diego,Manufacturing,Manufacturing,4780,San Diego,California,United States,92115,32.754794,-117.198165
111,false,,F,,,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products","Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",124559,0.2,41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",Indianapolis,Building Components,Building Components,81807,Indianapolis,Indiana,United States,46266,39.813577,-86.159094
12383,false,,F,,,First-Line Supervisors of Production and Operating Workers,First-Line Supervisors of Production and Operating Workers,118782,0.2,51-1011.00,First-Line Supervisors of Production and Operating Workers,Naples,Manufacturing,Manufacturing,6,Naples,Florida,United States,34102,26.140339,-81.798731
11015,false,,F,,,Machinists,Machinists,85492,0.2,51-4041.00,Machinists,Cincinnati,Building Components,Building Components,9,Cincinnati,Ohio,United States,45228,39.06563,-84.425336
10856,false,,M,,,"Laborers and Freight, Stock, and Material Movers, Hand","Laborers and Freight, Stock, and Material Movers, Hand",73770,0.2,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",Washington,Building Components,Building Components,2859,Washington,District of Columbia,United States,20580,41.174704,-93.152714
10858,false,,M,,,Graphic Designers,Graphic Designers,128417,0.2,27-1024.00,Graphic Designers,Vancouver,Manufacturing,Manufacturing,5,Vancouver,Washington,United States,98664,45.624645,-122.565438
11556,false,,M,,,"Laborers and Freight, Stock, and Material Movers, Hand","Laborers and Freight, Stock, and Material Movers, Hand",73770,0.2,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",Washington,Manufacturing,Manufacturing,79,Washington,District of Columbia,United States,20520,38.886056,-77.058741
12619,false,,M,,,Machinists,Machinists,85492,0.2,51-4041.00,Machinists,San Diego,Manufacturing,Manufacturing,4780,San Diego,California,United States,92115,32.754794,-117.198165
13006,false,,M,,,Purchasing Managers,Purchasing Managers,227950,0.2,11-3061.00,Purchasing Managers,Buffalo,Manufacturing,Manufacturing,4,Buffalo,New York,United States,14220,42.855764,-78.830536
14517,false,,F,,,Machinists,Machinists,85492,0.2,51-4041.00,Machinists,Birmingham,Manufacturing,Manufacturing,50,Birmingham,Alabama,United States,35242,33.447251,-86.910617
12673,false,,M,,,Machinists,Machinists,85492,0.2,51-4041.00,Machinists,Winston Salem,Manufacturing,Manufacturing,33859,Winston Salem,North Carolina,United States,27105,36.186991,-80.277522
13735,false,,M,,,Machinists,Machinists,85492,0.2,51-4041.00,Machinists,Charleston,Manufacturing,Manufacturing,5400,Charleston,South Carolina,United States,29416,32.890614,-80.075801
11749,false,,F,,,First-Line Supervisors of Production and Operating Workers,First-Line Supervisors of Production and Operating Workers,118782,0.2,51-1011.00,First-Line Supervisors of Production and Operating Workers,Flint,Manufacturing,Manufacturing,30094,Flint,Michigan,United States,48555,42.481285,-83.477894
10548,false,,M,,,"Laborers and Freight, Stock, and Material Movers, Hand","Laborers and Freight, Stock, and Material Movers, Hand",73770,0.2,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",Orlando,Manufacturing,Manufacturing,727,Orlando,Florida,United States,32808,28.529355,-81.367586
12465,false,,F,,,Purchasing Managers,Purchasing Managers,227950,0.2,11-3061.00,Purchasing Managers,Modesto,Manufacturing,Manufacturing,73452,Modesto,California,United States,95354,37.640985,-120.996864
9895,false,,F,,,Electrical Engineering Technicians,Electrical Engineering Technicians,119014,0.2,17-3023.03,Electrical Engineering Technicians,Syracuse,Manufacturing,Manufacturing,19675,Syracuse,New York,United States,13224,43.053461,-76.102016
12544,false,,M,,,Mechanical Engineers,Mechanical Engineers,176233,0.2,17-2141.00,Mechanical Engineers,Santa Ana,Manufacturing,Manufacturing,7990,Santa Ana,California,United States,92705,33.745761,-117.841127
9367,false,,F,,,Electrical Engineering Technicians,Electrical Engineering Technicians,119014,0.2,17-3023.03,Electrical Engineering Technicians,Shreveport,Manufacturing,Manufacturing,30155,Shreveport,Louisiana,United States,71166,32.5072,-93.747345
13391,false,,F,,,First-Line Supervisors of Production and Operating Workers,First-Line Supervisors of Production and Operating Workers,118782,0.2,51-1011.00,First-Line Supervisors of Production and Operating Workers,Boise,Manufacturing,Manufacturing,5722,Boise,Idaho,United States,83732,43.564204,-116.133298
13106,false,,F,,,Machinists,Machinists,85492,0.2,51-4041.00,Machinists,Dallas,Logistics,Logistics,59,Dallas,Texas,United States,75367,29.18063,-95.410516
10745,false,,F,,,Electricians,Electricians,109379,0.2,47-2111.00,Electricians,Dayton,Manufacturing,Manufacturing,911,Dayton,Ohio,United States,45419,39.780796,-84.109382
13089,false,,F,,,Machinists,Machinists,85492,0.2,51-4041.00,Machinists,Lubbock,Logistics,Logistics,78,Lubbock,Texas,United States,79452,33.523223,-101.940291
9959,false,,F,,,Electrical Engineering Technicians,Electrical Engineering Technicians,119014,0.2,17-3023.03,Electrical Engineering Technicians,San Francisco,Manufacturing,Manufacturing,937,San Francisco,California,United States,94164,37.79146,-122.409796
876,false,,M,,,Chemical Technicians,Chemical Technicians,94157,0.2,19-4031.00,Chemical Technicians,Sacramento,Manufacturing,Manufacturing,7652,Sacramento,California,United States,94207,37.785168,-122.287927
11979,false,,F,,,Machinists,Machinists,85492,0.2,51-4041.00,Machinists,Des Moines,Building Components,Building Components,21873,Des Moines,Iowa,United States,50362,41.59151,-93.603847
10819,false,,F,,,Electricians,Electricians,109379,0.2,47-2111.00,Electricians,Columbia,Manufacturing,Manufacturing,353,Columbia,South Carolina,United States,29240,33.987908,-81.241937
12841,false,,M,,,Machinists,Machinists,85492,0.2,51-4041.00,Machinists,Irvine,Manufacturing,Manufacturing,9674,Irvine,California,United States,92612,33.661004,-117.70597
13348,false,,M,,,Structural Metal Fabricators and Fitters,Structural Metal Fabricators and Fitters,83257,0.2,51-2041.00,Structural Metal Fabricators and Fitters,Irvine,Manufacturing,Manufacturing,86,Irvine,California,United States,92619,33.643368,-117.829309
9838,false,,M,,,Structural Metal Fabricators and Fitters,Structural Metal Fabricators and Fitters,179712,0.2,51-2041.00,Structural Metal Fabricators and Fitters,Carlsbad,Manufacturing,Manufacturing,3,Carlsbad,California,United States,92013,33.211433,-116.356089
14103,false,,F,,,Marketing Managers,Marketing Managers,251479,0.2,11-2021.00,Marketing Managers,Milwaukee,Products,Products,4885,Milwaukee,Wisconsin,United States,53205,43.050382,-87.989482
10298,false,,M,,,Industrial Engineering Technicians,Industrial Engineering Technicians,102063,0.2,17-3026.00,Industrial Engineering Technicians,Louisville,Manufacturing,Manufacturing,5278,Louisville,Kentucky,United States,40293,38.181678,-85.754988
11136,false,,M,,,Industrial Engineering Technicians,Industrial Engineering Technicians,102063,0.2,17-3026.00,Industrial Engineering Technicians,Sacramento,Manufacturing,Manufacturing,9,Sacramento,California,United States,95828,38.440419,-121.505373
13298,false,,F,,,Receptionists and Information Clerks,Receptionists and Information Clerks,57557,0.2,43-4171.00,Receptionists and Information Clerks,Louisville,Building Components,Building Components,5278,Louisville,Kentucky,United States,40293,38.181678,-85.754988
9713,false,,F,,,Customer Service Representatives,Customer Service Representatives,66875,0.2,43-4051.00,Customer Service Representatives,Houston,Building Components,Building Components,51,Houston,Texas,United States,77010,29.738612,-95.484013
11672,false,,M,,,Structural Metal Fabricators and Fitters,Structural Metal Fabricators and Fitters,56060,0.2,51-2041.00,Structural Metal Fabricators and Fitters,Columbia,Manufacturing,Manufacturing,4994,Columbia,South Carolina,United States,29240,34.024228,-81.051074
13645,false,,M,,,Mechanical Engineers,Mechanical Engineers,176233,0.2,17-2141.00,Mechanical Engineers,Memphis,Manufacturing,Manufacturing,2,Memphis,Tennessee,United States,38197,35.125477,-89.943274
14864,false,,F,,,Machinists,Machinists,85492,0.2,51-4041.00,Machinists,Wilmington,Manufacturing,Manufacturing,668,Wilmington,Delaware,United States,19886,39.794454,-75.484451
13563,false,,F,,,"Production, Planning, and Expediting Clerks","Production, Planning, and Expediting Clerks",97298,0.2,43-5061.00,"Production, Planning, and Expediting Clerks",Manchester,Building Components,Building Components,6491,Manchester,New Hampshire,United States,3105,42.955622,-71.431925
10771,false,,F,,,Electricians,Electricians,109379,0.2,47-2111.00,Electricians,El Paso,Manufacturing,Manufacturing,204,El Paso,Texas,United States,88514,30.235128,-97.758936
10724,false,,M,,,Construction Managers,Construction Managers,73770,0.2,11-9021.00,Construction Managers,Bakersfield,Logistics,Logistics,70743,Bakersfield,California,United States,93305,35.38114,-118.990472
9514,false,,M,,,Customer Service Representatives,Customer Service Representatives,66875,0.2,43-4051.00,Customer Service Representatives,Lubbock,Products,Products,6,Lubbock,Texas,United States,79415,33.590597,-101.921743
11996,false,,F,,,Machinists,Machinists,85492,0.2,51-4041.00,Machinists,Corona,Building Components,Building Components,65,Corona,California,United States,92878,33.639206,-117.808928
10863,false,,F,,,"Production, Planning, and Expediting Clerks","Production, Planning, and Expediting Clerks",97298,0.2,43-5061.00,"Production, Planning, and Expediting Clerks",Hyattsville,Logistics,Logistics,1790,Hyattsville,Maryland,United States,20784,38.931692,-76.899661
11140,false,,M,,,Industrial Engineering Technicians,Industrial Engineering Technicians,102063,0.2,17-3026.00,Industrial Engineering Technicians,Prescott,Manufacturing,Manufacturing,8087,Prescott,Arizona,United States,86305,34.592618,-112.323699
10291,false,,F,,,Industrial Engineering Technicians,Industrial Engineering Technicians,102063,0.2,17-3026.00,Industrial Engineering Technicians,Bakersfield,Manufacturing,Manufacturing,46486,Bakersfield,California,United States,93386,35.375461,-119.021988
13423,false,,M,,,"Laborers and Freight, Stock, and Material Movers, Hand","Laborers and Freight, Stock, and Material Movers, Hand",69216,0.2,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",Washington,Manufacturing,Manufacturing,1628,Washington,District of Columbia,United States,20051,38.902807,-77.049513
11173,false,,F,,,Purchasing Managers,Purchasing Managers,227950,0.2,11-3061.00,Purchasing Managers,Fort Lauderdale,Manufacturing,Manufacturing,259,Fort Lauderdale,Florida,United States,33315,26.12948,-80.104342
13190,false,,F,,,Machinists,Machinists,85492,0.2,51-4041.00,Machinists,Saint Petersburg,Logistics,Logistics,78,Saint Petersburg,Florida,United States,33731,27.843098,-82.676766
238,false,,M,,,Electricians,Electricians,109379,0.2,47-2111.00,Electricians,Miami,Logistics,Logistics,59676,Miami,Florida,United States,33190,26.45689,-81.804579
12646,false,,M,,,Machinists,Machinists,85492,0.2,51-4041.00,Machinists,Providence,Manufacturing,Manufacturing,29363,Providence,Rhode Island,United States,2912,41.916027,-71.797257
611,false,,F,,,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders","Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",74550,0.2,51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",Anaheim,Manufacturing,Manufacturing,447,Anaheim,California,United States,92825,33.839595,-117.915306
12223,false,,M,,,Crane and Tower Operators,Crane and Tower Operators,108894,0.2,53-7021.00,Crane and Tower Operators,Indianapolis,Logistics,Logistics,81807,Indianapolis,Indiana,United States,46266,39.813577,-86.159094
10277,false,,F,,,Industrial Engineering Technicians,Industrial Engineering Technicians,102063,0.2,17-3026.00,Industrial Engineering Technicians,San Diego,Manufacturing,Manufacturing,488,San Diego,California,United States,92165,32.75981,-117.248885
10748,false,,M,,,Electricians,Electricians,109379,0.2,47-2111.00,Electricians,Atlanta,Manufacturing,Manufacturing,47,Atlanta,Georgia,United States,31119,33.449289,-84.146894
12631,false,,M,,,Machinists,Machinists,85492,0.2,51-4041.00,Machinists,Laurel,Manufacturing,Manufacturing,49,Laurel,Maryland,United States,20709,39.099969,-76.845112
9586,false,,M,,,Customer Service Representatives,Customer Service Representatives,66875,0.2,43-4051.00,Customer Service Representatives,El Paso,Logistics,Logistics,7543,El Paso,Texas,United States,79905,31.763823,-106.402812
11193,false,,F,,,General and Operations Managers,General and Operations Managers,206045,0.2,11-1021.00,General and Operations Managers,Los Angeles,Products,Products,6147,Los Angeles,California,United States,90071,34.052956,-118.251966
11766,false,,F,,,First-Line Supervisors of Production and Operating Workers,First-Line Supervisors of Production and Operating Workers,118782,0.2,51-1011.00,First-Line Supervisors of Production and Operating Workers,Santa Monica,Building Components,Building Components,10,Santa Monica,California,United States,90410,34.011262,-118.495113
13673,false,,F,,,Budget Analysts,Budget Analysts,240937,0.2,13-2031.00,Budget Analysts,Winston Salem,People,People,33859,Winston Salem,North Carolina,United States,27105,36.186991,-80.277522
853,false,,F,,,Electrical Engineering Technicians,Electrical Engineering Technicians,200774,0.2,17-3023.03,Electrical Engineering Technicians,Saint Louis,Manufacturing,Manufacturing,45560,Saint Louis,Missouri,United States,63167,39.320162,-94.258574
12908,false,,F,,,Machinists,Machinists,85492,0.2,51-4041.00,Machinists,Garden Grove,Manufacturing,Manufacturing,45,Garden Grove,California,United States,92645,33.729834,-117.759342
676,false,,M,,,General and Operations Managers,General and Operations Managers,206045,0.2,11-1021.00,General and Operations Managers,Bismarck,Logistics,Logistics,11,Bismarck,North Dakota,United States,58505,46.799455,-100.775686
729,false,,F,,,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products","Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",124559,0.2,41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",Evansville,"Sales, Marketing, Innovation & Trading","Sales, Marketing, Innovation & Trading",4,Evansville,Indiana,United States,47712,37.95469,-87.722932
12355,false,,M,,,"Production, Planning, and Expediting Clerks","Production, Planning, and Expediting Clerks",97298,0.2,43-5061.00,"Production, Planning, and Expediting Clerks",San Antonio,Logistics,Logistics,6,San Antonio,Texas,United States,78220,29.288688,-98.434273
11086,false,,M,,,"First-Line Supervisors of Mechanics, Installers, and Repairers","First-Line Supervisors of Mechanics, Installers, and Repairers",132844,0.2,49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",Buffalo,Manufacturing,Manufacturing,3,Buffalo,New York,United States,14276,42.980896,-78.700238
13862,false,,F,,,First-Line Supervisors of Production and Operating Workers,First-Line Supervisors of Production and Operating Workers,118782,0.2,51-1011.00,First-Line Supervisors of Production and Operating Workers,Springfield,Logistics,Logistics,2482,Springfield,Missouri,United States,65810,37.1698,-93.30208
13243,false,,M,,,Procurement Clerks,Procurement Clerks,85597,0.2,43-3061.00,Procurement Clerks,Jacksonville,Building Components,Building Components,99825,Jacksonville,Florida,United States,32255,30.200377,-82.01141
14843,false,,F,,,"Shipping, Receiving, and Traffic Clerks","Shipping, Receiving, and Traffic Clerks",64198,0.2,43-5071.00,"Shipping, Receiving, and Traffic Clerks",Sunnyvale,Manufacturing,Manufacturing,78746,Sunnyvale,California,United States,94089,37.410967,-121.996004
14820,false,,F,,,Budget Analysts,Budget Analysts,198349,0.2,13-2031.00,Budget Analysts,Honolulu,Commercial,Commercial,737,Honolulu,Hawaii,United States,96810,21.307041,-157.862522
12211,false,,M,,,Machinists,Machinists,85492,0.2,51-4041.00,Machinists,Pensacola,Manufacturing,Manufacturing,7,Pensacola,Florida,United States,32505,30.409013,-87.253229
811,false,,F,,,Budget Analysts,Budget Analysts,174525,0.2,13-2031.00,Budget Analysts,Irvine,Commercial,Commercial,9674,Irvine,California,United States,92612,33.661004,-117.70597
11292,false,,M,,,Materials Engineers,Materials Engineers,192509,0.2,17-2131.00,Materials Engineers,Rochester,Manufacturing,Manufacturing,7753,Rochester,New York,United States,14614,43.157663,-77.613515
13602,false,,F,,,Chemists,Chemists,153084,0.2,19-2031.00,Chemists,Oklahoma City,Manufacturing,Manufacturing,873,Oklahoma City,Oklahoma,United States,73190,35.299716,-99.632575
223,false,,F,,,"Laborers and Freight, Stock, and Material Movers, Hand","Laborers and Freight, Stock, and Material Movers, Hand",73770,0.2,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",Buffalo,Manufacturing,Manufacturing,14205,Buffalo,New York,United States,14220,42.884093,-78.872472
498,false,,M,,,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders","Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",74550,0.2,51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",Raleigh,Manufacturing,Manufacturing,605,Raleigh,North Carolina,United States,27690,36.309109,-78.408544
9748,false,,M,,,Customer Service Representatives,Customer Service Representatives,66875,0.2,43-4051.00,Customer Service Representatives,Atlanta,"Sales, Marketing, Innovation & Trading","Sales, Marketing, Innovation & Trading",47,Atlanta,Georgia,United States,31119,33.449289,-84.146894
13382,false,,F,,,"Production, Planning, and Expediting Clerks","Production, Planning, and Expediting Clerks",97298,0.2,43-5061.00,"Production, Planning, and Expediting Clerks",Boca Raton,Manufacturing,Manufacturing,313,Boca Raton,Florida,United States,33432,26.353184,-80.089846
10802,false,,M,,,Electricians,Electricians,109379,0.2,47-2111.00,Electricians,Washington,Manufacturing,Manufacturing,468,Washington,District of Columbia,United States,20525,36.384424,-90.904243
13055,false,,F,,,Chemists,Chemists,153084,0.2,19-2031.00,Chemists,Nashville,Manufacturing,Manufacturing,3325,Nashville,Tennessee,United States,37215,36.161062,-86.840335
9761,false,,F,,,Financial Analysts,Financial Analysts,167294,0.2,13-2051.00,Financial Analysts,Jacksonville,Commercial,Commercial,198,Jacksonville,Florida,United States,32230,30.260057,-81.387995
12716,false,,F,,,Machinists,Machinists,85492,0.2,51-4041.00,Machinists,Memphis,Manufacturing,Manufacturing,373,Memphis,Tennessee,United States,38197,35.138882,-90.05934
10429,false,,F,,,"Laborers and Freight, Stock, and Material Movers, Hand","Laborers and Freight, Stock, and Material Movers, Hand",73770,0.2,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",Los Angeles,Manufacturing,Manufacturing,48,Los Angeles,California,United States,90065,34.05152,-118.242422
11288,false,,M,,,Materials Engineers,Materials Engineers,192509,0.2,17-2131.00,Materials Engineers,Albuquerque,Manufacturing,Manufacturing,92048,Albuquerque,New Mexico,United States,87180,35.092001,-106.651572
12872,false,,F,,,Machinists,Machinists,85492,0.2,51-4041.00,Machinists,Hayward,Manufacturing,Manufacturing,9,Hayward,California,United States,94544,37.989672,-122.125294
13560,false,,F,,,"Production, Planning, and Expediting Clerks","Production, Planning, and Expediting Clerks",97298,0.2,43-5061.00,"Production, Planning, and Expediting Clerks",Hartford,Building Components,Building Components,82257,Hartford,Connecticut,United States,6105,41.767689,-72.687566
11523,false,,F,,,Industrial Engineering Technicians,Industrial Engineering Technicians,102063,0.2,17-3026.00,Industrial Engineering Technicians,Charlotte,Manufacturing,Manufacturing,215,Charlotte,North Carolina,United States,28247,35.584418,-80.818605
652,false,,M,,,General and Operations Managers,General and Operations Managers,206045,0.2,11-1021.00,General and Operations Managers,Jacksonville,Products,Products,36,Jacksonville,Florida,United States,32209,30.366974,-81.682757
